날짜,종가,거래량,기관합계,개인,외국인합계
2002-05-15,14525,177356214,346910.0,-494180.0,147270.0
2002-05-16,16292,491924515,5569120.0,-5243030.0,-326090.0
2002-05-17,16881,283518630,4295670.0,-4243540.0,-52130.0
2002-05-20,16194,156292538,-704430.0,1711200.0,-1006770.0
2002-05-21,14918,151451496,593150.0,-609950.0,16800.0
2002-05-22,15114,86850864,440040.0,-448740.0,8700.0
2002-05-23,13838,91933478,-504150.0,516361.0,-12211.0
2002-05-24,13838,74397669,358460.0,-397140.0,38680.0
2002-05-27,14133,125506110,-56460.0,349150.0,-292690.0
2002-05-28,14427,74582007,433030.0,-442950.0,9920.0
2002-05-29,14329,134734816,-2899470.0,2909880.0,-10410.0
2002-05-30,13740,77399063,218610.0,-216610.0,-2000.0
2002-05-31,13544,109172195,189310.0,-429540.0,240230.0
2002-06-03,12170,110265515,-540120.0,1628580.0,-1088460.0
2002-06-04,10403,160050627,-54543920.0,54980370.0,-436450.0
2002-06-05,8931,365644668,-71221720.0,71053740.0,167980.0
2002-06-07,7655,530822387,-127020330.0,127140420.0,-120090.0
2002-06-10,6968,790180496,-208355414.0,207103064.0,1252350.0
2002-06-11,7459,570229657,-13101440.0,13004830.0,96610.0
2002-06-12,7066,274649757,-22690120.0,22565200.0,124920.0
2002-06-14,7066,303972784,-46357200.0,47176211.0,-819011.0
2002-06-17,6477,336992480,-45427900.0,44349020.0,1078880.0
2002-06-18,6575,313137259,-21272700.0,22705650.0,-1432950.0
2002-06-19,5692,309978939,-4230600.0,3692820.0,537780.0
2002-06-20,5692,530655180,-43318320.0,42170710.0,1147610.0
2002-06-21,5594,415517368,-1935180.0,2129500.0,-194320.0
2002-06-24,5103,259082214,-8541880.0,8503330.0,38550.0
2002-06-25,4514,310507605,-1326020.0,1552420.0,-226400.0
2002-06-26,3925,201270660,1337660.0,-1367910.0,30250.0
2002-06-27,4514,513160051,-4394090.0,3282870.0,1111220.0
2002-06-28,5103,230094491,442630.0,731500.0,-1174130.0
2002-07-02,5790,66672685,-408710.0,-4757720.0,5166430.0
2002-07-03,6575,16229042,-744090.0,3746410.0,-3002320.0
2002-07-04,7557,1004020028,-39628210.0,37332720.0,2295490.0
2002-07-05,8637,450057041,-6507950.0,6506040.0,1910.0
2002-07-08,9912,434911395,-5113120.0,4576550.0,536570.0
2002-07-09,11385,975615565,1162875.0,-868626.0,-294249.0
2002-07-10,13053,149323866,-1650895.0,3954625.0,-2303730.0
2002-07-11,11188,500747146,1612570.0,-3804370.0,2191800.0
2002-07-12,12857,1303780611,1287220.0,-1112170.0,-175050.0
2002-07-15,12955,1197572960,350330.0,-662400.0,312070.0
2002-07-16,12562,1492878281,-2096260.0,2055440.0,40820.0
2002-07-18,13838,1335622272,1277520.0,-30580.0,-1246940.0
2002-07-19,14427,1627712807,-4894280.0,4954090.0,-59810.0
2002-07-22,12268,961735372,2180110.0,-2186670.0,6560.0
2002-07-23,11090,1832794266,125190.0,164790.0,-289980.0
2002-07-24,10011,1446582045,-2074060.0,-27931553.0,30005613.0
2002-07-25,10207,792436521,2595880.0,21080353.0,-23676233.0
2002-07-26,8735,487660640,1605420.0,-1393350.0,-212070.0
2002-07-29,10011,1552343697,-2172440.0,1559590.0,612850.0
2002-07-30,11483,847671415,375100.0,-143140.0,-231960.0
2002-07-31,10011,1437929114,-2696450.0,1782760.0,913690.0
2002-08-01,10698,962007504,431880.0,505520.0,-937400.0
2002-08-02,11679,1239196570,3479520.0,-3070890.0,-408630.0
2002-08-05,11188,1246155720,-426999.0,1496169.0,-1069170.0
2002-08-06,11385,971604063,5398760.0,-5745430.0,346670.0
2002-08-07,11581,571620593,233400.0,-4719460.0,4486060.0
2002-08-08,10992,497790073,-6303460.0,6854920.0,-551460.0
2002-08-09,11188,1015650489,2369450.0,-8041731.0,5672281.0
2002-08-12,11090,457844891,-140892.0,7384942.0,-7244050.0
2002-08-13,10501,394130508,-147870.0,-714239.0,862109.0
2002-08-14,9912,424667795,629140.0,-3035130.0,2405990.0
2002-08-16,9814,397285712,784090.0,-729740.0,-54350.0
2002-08-19,11287,714470565,-748740.0,5874270.0,-5125530.0
2002-08-20,11581,1170102426,7452470.0,-21586135.0,14133665.0
2002-08-21,12268,966104110,882501.0,5105899.0,-5988400.0
2002-08-22,11777,807730622,1650070.0,-5107410.0,3457340.0
2002-08-23,11385,415785241,1873840.0,-5955330.0,4081490.0
2002-08-26,10403,339462107,2907710.0,12849080.0,-15756790.0
2002-08-27,10600,243804574,-5789781.0,5449581.0,340200.0
2002-08-28,10207,186622586,2688520.0,-2140940.0,-547580.0
2002-08-29,10796,703679662,-114070.0,-8923582.0,9037652.0
2002-08-30,10501,359995608,871690.0,-3586110.0,2714420.0
2002-09-02,10501,209490412,-2719480.0,8629340.0,-5909860.0
2002-09-03,10305,321364742,-1128156.0,2542486.0,-1414330.0
2002-09-04,10109,188005362,-2168660.0,169750.0,1998910.0
2002-09-05,9912,177389894,-907460.0,7132450.0,-6224990.0
2002-09-06,9422,241949386,-5912130.0,52700.0,5859430.0
2002-09-09,9520,510960701,122810.0,5175180.0,-5297990.0
2002-09-10,9127,237669586,1622880.0,-1123370.0,-499510.0
2002-09-11,8931,200052522,1073410.0,-1130100.0,56690.0
2002-09-12,10207,254792438,-580860.0,1834390.0,-1253530.0
2002-09-13,10600,894378131,-1127130.0,1028550.0,98580.0
2002-09-16,9422,526408848,-1918330.0,-1323170.0,3241500.0
2002-09-17,9716,226074886,3231590.0,629050.0,-3860640.0
2002-09-18,9225,224659555,-3839330.0,1061520.0,2777810.0
2002-09-19,9127,177505262,110740.0,-162890.0,52150.0
2002-09-23,8637,192104656,-299660.0,-3198460.0,3498120.0
2002-09-24,8440,263671661,659960.0,3501870.0,-4161830.0
2002-09-25,8146,197873630,-3647450.0,5431660.0,-1784210.0
2002-09-26,9324,331747821,-642671.0,3418701.0,-2776030.0
2002-09-27,8440,806661299,-33772117.0,16305007.0,17467110.0
2002-09-30,8342,242095763,-457060.0,14161360.0,-13704300.0
2002-10-01,8440,189937465,2324550.0,-1905790.0,-418760.0
2002-10-02,7262,451565255,-137720.0,3639740.0,-3502020.0
2002-10-04,6183,518562207,-6892620.0,6552290.0,340330.0
2002-10-07,5888,325392438,-2473080.0,2453010.0,20070.0
2002-10-08,5987,226475572,5206880.0,-5231670.0,24790.0
2002-10-09,5594,187335435,1104611.0,-462511.0,-642100.0
2002-10-10,5496,317354409,-2525660.0,2664080.0,-138420.0
2002-10-11,5594,317604430,10160.0,127470.0,-137630.0
2002-10-14,5790,228266581,3256330.0,-4770410.0,1514080.0
2002-10-15,6575,323637166,351601.0,1944229.0,-2295830.0
2002-10-16,6870,696314067,-2578958.0,-5542742.0,8121700.0
2002-10-17,7851,782743696,-1382260.0,6326820.0,-4944560.0
2002-10-18,9029,606146836,1571580.0,808650.0,-2380230.0
2002-10-21,9127,1194169404,-2806690.0,-185730.0,2992420.0
2002-10-22,9029,640788610,991160.0,-238640.0,-752520.0
2002-10-23,10305,1080763893,6797470.0,-10653090.0,3855620.0
2002-10-24,10698,1220169524,2737780.0,8187470.0,-10925250.0
2002-10-25,10109,625377547,-5832720.0,3765470.0,2067250.0
2002-10-28,11581,721658137,-3405050.0,-1363390.0,4768440.0
2002-10-29,9912,1124983824,-868850.0,20864630.0,-19995780.0
2002-10-30,9029,924558028,1023890.0,341980.0,-1365870.0
2002-10-31,9324,603066511,368155.0,-354205.0,-13950.0
2002-11-01,8931,526204866,-493060.0,853710.0,-360650.0
2002-11-04,10207,1292829175,-1811830.0,-4171630.0,5983460.0
2002-11-05,9814,821756859,-3472940.0,4519110.0,-1046170.0
2002-11-06,10403,817663698,3962530.0,-3469350.0,-493180.0
2002-11-07,9716,409320091,-78230.0,4524180.0,-4445950.0
2002-11-08,9814,346847281,-2161150.0,147170.0,2013980.0
2002-11-11,9422,325706581,-1488860.0,1516120.0,-27260.0
2002-11-12,9618,540159260,9796700.0,-9511820.0,-284880.0
2002-11-13,9225,355508263,-10226430.0,11176410.0,-949980.0
2002-11-14,8931,260746268,-942140.0,-676790.0,1618930.0
2002-11-15,8244,643888620,-404080.0,2785050.0,-2380970.0
2002-11-18,8048,320880644,109020.0,121940.0,-230960.0
2002-11-19,9225,1176177099,5763160.0,-5591780.0,-171380.0
2002-11-20,9029,739620956,1237110.0,-1236900.0,-210.0
2002-11-21,9029,357189636,4167370.0,-4136590.0,-30780.0
2002-11-22,8637,311868532,-1103020.0,1024010.0,79010.0
2002-11-25,9520,1074239619,3232300.0,-3621520.0,389220.0
2002-11-26,9127,994798449,1224594.0,-1139164.0,-85430.0
2002-11-27,8833,291519687,162544.0,-730564.0,568020.0
2002-11-28,8637,301856153,-4170370.0,4229190.0,-58820.0
2002-11-29,8538,196800266,-624912.0,582892.0,42020.0
2002-12-02,8637,329272451,1507790.0,-1645050.0,137260.0
2002-12-03,9029,471022025,-656120.0,288680.0,367440.0
2002-12-04,8637,231429258,-272440.0,165362.0,107078.0
2002-12-05,8735,175648259,3022469.0,-2625639.0,-396830.0
2002-12-06,8637,279008558,-1988986.0,1906946.0,82040.0
2002-12-09,7655,533985788,-2950170.0,3007830.0,-57660.0
2002-12-10,8048,320572791,1067800.0,-377820.0,-689980.0
2002-12-11,6870,459554773,-7934190.0,7798770.0,135420.0
2002-12-12,6477,764133953,4157750.0,-5105150.0,947400.0
2002-12-13,6183,207729702,-6894968.0,6098808.0,796160.0
2002-12-16,7066,549178831,-6369370.0,6413330.0,-43960.0
2002-12-17,6968,803873629,1105372.0,-1460832.0,355460.0
2002-12-18,7459,868339261,1718580.0,-1900170.0,181590.0
2002-12-20,6379,593453813,8202990.0,-9442390.0,1239400.0
2002-12-23,6183,365716675,3034860.0,-2636740.0,-398120.0
2002-12-24,5790,319627743,292994.0,-313244.0,20250.0
2002-12-26,5594,454382157,-6264836.0,3142356.0,3122480.0
2002-12-27,5594,454116395,-1363070.0,13160.0,1349910.0
2002-12-30,5496,258891766,307960.0,427390.0,-735350.0
2003-01-02,6281,312319310,-3372070.0,3842460.0,-470390.0
2003-01-03,6477,492958780,3678660.0,-3974740.0,296080.0
2003-01-06,6379,235616953,-812690.0,968940.0,-156250.0
2003-01-07,5987,209475913,-7743560.0,7327250.0,416310.0
2003-01-08,5888,163405014,-1091860.0,2441310.0,-1349450.0
2003-01-09,5790,184934820,-2483824.0,4888254.0,-2404430.0
2003-01-10,5692,201953207,1003450.0,-930150.0,-73300.0
2003-01-13,6379,463606924,9929240.0,-10032080.0,102840.0
2003-01-14,6085,323276647,-8917300.0,7863220.0,1054080.0
2003-01-15,5987,183548600,-1301790.0,1210740.0,91050.0
2003-01-16,5790,133629673,1126076.0,-172196.0,-953880.0
2003-01-17,5692,122189607,-1952020.0,1893490.0,58530.0
2003-01-20,5790,177271497,155620.0,-169740.0,14120.0
2003-01-21,5790,111439610,-1097990.0,1361790.0,-263800.0
2003-01-22,5692,213109614,282110.0,-1175770.0,893660.0
2003-01-23,5594,197548700,5933418.0,-7054758.0,1121340.0
2003-01-24,5398,125062592,923153.0,896057.0,-1819210.0
2003-01-27,5103,103377713,-1439390.0,1410700.0,28690.0
2003-01-28,5005,83646580,-648910.0,-353650.0,1002560.0
2003-01-29,4318,248834219,-7357480.0,8528910.0,-1171430.0
2003-01-30,4612,195175224,-85750.0,130990.0,-45240.0
2003-02-03,4612,107187477,1439870.0,-1423400.0,-16470.0
2003-02-04,5300,310766688,-452084.0,-293496.0,745580.0
2003-02-05,4809,387285883,658860.0,253830.0,-912690.0
2003-02-06,4711,128447380,-416500.0,418930.0,-2430.0
2003-02-07,4514,112930188,6186.0,16844.0,-23030.0
2003-02-10,4514,110279280,775090.0,-772980.0,-2110.0
2003-02-11,4416,143758614,-774180.0,764500.0,9680.0
2003-02-12,4416,71437861,160820.0,-91210.0,-69610.0
2003-02-13,4318,67356788,3305780.0,-2094590.0,-1211190.0
2003-02-14,4416,175413536,-1315990.0,305500.0,1010490.0
2003-02-17,4809,230795610,-432585.0,962545.0,-529960.0
2003-02-18,4612,159630648,2633640.0,-2552550.0,-81090.0
2003-02-19,4514,131740463,23010.0,137180.0,-160190.0
2003-02-20,5103,537758320,-2126100.0,2128150.0,-2050.0
2003-02-21,4711,436286948,-54950.0,-113860.0,168810.0
2003-02-24,4612,173681154,5305260.0,-6827430.0,1522170.0
2003-02-25,4318,154340960,-790360.0,2190460.0,-1400100.0
2003-02-26,4122,224204872,-998910.0,1013570.0,-14660.0
2003-02-27,4024,106572010,-1696200.0,602760.0,1093440.0
2003-02-28,3925,116709766,-533410.0,1878880.0,-1345470.0
2003-03-03,4024,111169432,1357790.0,-1486900.0,129110.0
2003-03-04,3827,74101250,-1330380.0,1278050.0,52330.0
2003-03-05,3729,156535387,-409550.0,512250.0,-102700.0
2003-03-06,3729,112938963,-307780.0,293240.0,14540.0
2003-03-07,3533,85955168,1053221.0,-1217711.0,164490.0
2003-03-10,3337,93946976,43400.0,-33190.0,-10210.0
2003-03-11,3140,120032346,836900.0,-836950.0,50.0
2003-03-12,3337,178325562,2663510.0,-2658520.0,-4990.0
2003-03-13,3238,89581589,5246430.0,-4357220.0,-889210.0
2003-03-14,3238,108166784,-2563105.0,2545495.0,17610.0
2003-03-17,2846,133193025,1708610.0,-1915330.0,206720.0
2003-03-18,2944,78004277,528683.0,-431443.0,-97240.0
2003-03-19,2846,69695620,-424710.0,539430.0,-114720.0
2003-03-20,3238,316356293,-2863674.0,2664424.0,199250.0
2003-03-21,3238,149625270,1200400.0,-2944410.0,1744010.0
2003-03-24,3042,155868381,-1459780.0,1454395.0,5385.0
2003-03-25,2846,100802063,3722410.0,-4531690.0,809280.0
2003-03-26,2650,253841754,-4256380.0,4238030.0,18350.0
2003-04-14,3045,12165572,-7735.0,-68505.0,76240.0
2003-04-15,3500,3424095,112110.0,-152760.0,40650.0
2003-04-16,4025,870285,-2434.0,2534.0,-100.0
2003-04-17,4420,45033496,231138.0,-344301.0,113163.0
2003-04-18,4580,87623876,156262.0,-133872.0,-22390.0
2003-04-21,4430,30564828,-123804.0,129994.0,-6190.0
2003-04-22,4140,18069444,-32513.0,32483.0,30.0
2003-04-23,3870,15042874,124206.0,-96446.0,-27760.0
2003-04-24,3880,23499709,-44180.0,-122210.0,166390.0
2003-04-25,3300,19217347,-311756.0,206136.0,105620.0
2003-04-28,3215,16080714,152150.0,-170500.0,18350.0
2003-04-29,3250,10488879,159798.0,-166930.0,7132.0
2003-04-30,3230,14493509,109812.0,209183.0,-318995.0
2003-05-02,3230,8071618,-384521.0,384271.0,250.0
2003-05-06,3610,42501290,101567.0,-104807.0,3240.0
2003-05-07,3490,20283379,68650.0,-309650.0,241000.0
2003-05-09,3615,14384732,56055.0,-50135.0,-5920.0
2003-05-12,4155,27993814,283272.0,-1273032.0,989760.0
2003-05-13,4100,45146633,30100.0,-605090.0,574990.0
2003-05-14,4350,25582127,-203655.0,192445.0,11210.0
2003-05-15,3960,17025526,140193.0,-147763.0,7570.0
2003-05-16,3800,10963375,-225422.0,-41528.0,266950.0
2003-05-19,3390,15780058,-198232.0,192212.0,6020.0
2003-05-20,3440,15156749,-19562.0,-207438.0,227000.0
2003-05-21,3420,8514816,-91164.0,120114.0,-28950.0
2003-05-22,3280,9760865,-14760.0,-13940.0,28700.0
2003-05-23,3770,24242734,80670.0,-126790.0,46120.0
2003-05-26,3800,49527908,353610.0,-379170.0,25560.0
2003-05-27,3900,16606421,34290.0,-332880.0,298590.0
2003-05-28,3905,18401623,589061.0,-495820.0,-93241.0
2003-05-29,3800,12965601,300570.0,-551894.0,251324.0
2003-05-30,3815,12757471,-100381.0,-425432.0,525813.0
2003-06-02,3960,18865550,170410.0,-126940.0,-43470.0
2003-06-03,3835,8314075,-256520.0,417530.0,-161010.0
2003-06-04,3845,7458248,-62263.0,328323.0,-266060.0
2003-06-05,4105,41021741,-15655.0,-1343385.0,1359040.0
2003-06-09,4055,16723973,8208.0,-576008.0,567800.0
2003-06-10,4150,22166844,38415.0,-931655.0,893240.0
2003-06-11,4230,19392659,13561.0,-956151.0,942590.0
2003-06-12,4860,34773174,-635177.0,326427.0,308750.0
2003-06-13,5580,17513406,-70112.0,-2381968.0,2452080.0
2003-06-16,5590,32478074,78240.0,-92542.0,14302.0
2003-06-17,6090,56158263,-668716.0,-468854.0,1137570.0
2003-06-18,5180,43046920,-64224.0,-2377936.0,2442160.0
2003-06-19,5950,55326942,-178268.0,889338.0,-711070.0
2003-06-20,6320,64117923,-846410.0,382600.0,463810.0
2003-06-23,6160,40876521,231653.0,3116887.0,-3348540.0
2003-06-24,6010,25826309,303994.0,-222684.0,-81310.0
2003-06-25,6060,35551981,26557.0,230683.0,-257240.0
2003-06-26,5840,32884397,-37452.0,72262.0,-34810.0
2003-06-27,5930,21444199,201051.0,-436971.0,235920.0
2003-06-30,5790,12944766,-3762.0,590092.0,-586330.0
2003-07-01,5900,17310743,-35353.0,-581637.0,616990.0
2003-07-02,6700,48933752,643754.0,-1306624.0,662870.0
2003-07-03,6810,34947679,-300586.0,-1827659.0,2128245.0
2003-07-04,7300,37080702,68019.0,-166739.0,98720.0
2003-07-07,8050,41132141,36547.0,-200277.0,163730.0
2003-07-08,7830,33352087,-718637.0,1329007.0,-610370.0
2003-07-09,7980,27652702,-115622.0,464422.0,-348800.0
2003-07-10,7960,16151831,-80901.0,-636603.0,717504.0
2003-07-11,8060,17730233,-134187.0,580847.0,-446660.0
2003-07-14,9260,45581534,-61453.0,-219140.0,280593.0
2003-07-15,9150,51949688,-414590.0,413950.0,640.0
2003-07-16,9740,42482959,381018.0,323582.0,-704600.0
2003-07-18,9630,21997360,16758.0,546180.0,-562938.0
2003-07-21,8860,31216159,16266.0,200304.0,-216570.0
2003-07-22,8780,44982925,238101.0,-532301.0,294200.0
2003-07-23,8490,31493303,-20540.0,-528700.0,549240.0
2003-07-24,8330,35117806,-50665.0,649375.0,-598710.0
2003-07-25,7710,19227327,-158524.0,-254226.0,412750.0
2003-07-28,7480,26822234,325107.0,632113.0,-957220.0
2003-07-29,7070,37534085,31180.0,544540.0,-575720.0
2003-07-30,7440,23982872,260923.0,54057.0,-314980.0
2003-07-31,7390,18779732,137303.0,-128543.0,-8760.0
2003-08-01,8490,51435719,56060.0,-767020.0,710960.0
2003-08-04,8430,32163755,-92850.0,-7750.0,100600.0
2003-08-05,9310,58087545,52095.0,453135.0,-505230.0
2003-08-06,9580,36074182,-52876.0,252876.0,-200000.0
2003-08-07,9350,30238055,9126.0,143584.0,-152710.0
2003-08-08,8800,22321758,-75680.0,123060.0,-47380.0
2003-08-11,9000,39234569,-45283.0,58983.0,-13700.0
2003-08-12,8900,35352983,-191482.0,128022.0,63460.0
2003-08-13,8900,26805688,-56746.0,54546.0,2200.0
2003-08-14,8640,19233115,245523.0,-344903.0,99380.0
2003-08-18,8270,17142666,16761.0,324109.0,-340870.0
2003-08-19,8870,40582536,-159299.0,265099.0,-105800.0
2003-08-20,8350,24857574,-28948.0,-113812.0,142760.0
2003-08-21,8390,15948991,448151.0,160579.0,-608730.0
2003-08-22,8080,14310107,61006.0,1029484.0,-1090490.0
2003-08-25,8130,15570984,123326.0,881394.0,-1004720.0
2003-08-26,7870,11910792,-3981.0,1056381.0,-1052400.0
2003-08-27,7720,12956159,1973.0,-463333.0,461360.0
2003-08-28,8060,20574369,11882.0,134428.0,-146310.0
2003-08-29,7970,10370368,152918.0,-419348.0,266430.0
2003-09-01,8140,14590182,80374.0,187276.0,-267650.0
2003-09-02,9060,51189365,261040.0,-48120.0,-212920.0
2003-09-03,8420,21391750,262447.0,-529817.0,267370.0
2003-09-04,8210,15326523,-75687.0,335342.0,-259655.0
2003-09-05,8150,14053791,-19528.0,600088.0,-580560.0
2003-09-08,7770,11261415,58530.0,743430.0,-801960.0
2003-09-09,8080,21407087,-142936.0,-630824.0,773760.0
2003-09-15,8120,8858591,178800.0,440520.0,-619320.0
2003-09-16,8100,8413821,-46477.0,833267.0,-786790.0
2003-09-17,8160,18337278,-80032.0,28022.0,52010.0
2003-09-18,7910,11115354,83110.0,1024720.0,-1107830.0
2003-09-19,7740,8126041,70508.0,-101768.0,31260.0
2003-09-22,7150,9826971,102744.0,-116174.0,13430.0
2003-09-23,7180,12071118,101661.0,171049.0,-272710.0
2003-09-24,7100,14829152,-440959.0,-34341.0,475300.0
2003-09-25,6810,9950264,-342778.0,867168.0,-524390.0
2003-09-26,6970,21713354,-1299206.0,1684526.0,-385320.0
2003-09-29,6840,9860456,50881.0,48419.0,-99300.0
2003-09-30,6710,14841139,-363210.0,79740.0,283470.0
2003-10-01,6700,7659289,31487.0,249953.0,-281440.0
2003-10-02,6840,17901390,355130.0,-355410.0,280.0
2003-10-06,6850,16797369,-266730.0,196730.0,70000.0
2003-10-07,7050,16856319,682248.0,-797978.0,115730.0
2003-10-08,6800,12038530,-236440.0,157190.0,79250.0
2003-10-09,6780,7441427,-647604.0,786914.0,-139310.0
2003-10-10,6960,10673340,206103.0,52007.0,-258110.0
2003-10-13,6860,11381168,101129.0,-49479.0,-51650.0
2003-10-14,7100,15469108,1203891.0,-1553561.0,349670.0
2003-10-15,7230,15616733,359670.0,-466830.0,107160.0
2003-10-16,7150,7225700,398720.0,-409910.0,11190.0
2003-10-17,7700,34334150,-26866.0,-299209.0,326075.0
2003-10-20,7900,13792465,176994.0,332906.0,-509900.0
2003-10-21,7710,14227678,-27082.0,219762.0,-192680.0
2003-10-22,7500,24602332,92445.0,-628155.0,535710.0
2003-10-23,7130,9506934,-486972.0,666642.0,-179670.0
2003-10-24,7000,8024480,-88750.0,424930.0,-336180.0
2003-10-27,7110,8575892,163800.0,-156645.0,-7155.0
2003-10-28,7600,22149649,700069.0,-2092839.0,1392770.0
2003-10-29,7340,17665927,-478984.0,102814.0,376170.0
2003-10-30,7440,7563190,187390.0,-497240.0,309850.0
2003-10-31,7530,9822863,-54503.0,-1917.0,56420.0
2003-11-03,7820,13070311,242041.0,-413171.0,171130.0
2003-11-04,7250,18931814,-227412.0,-61128.0,288540.0
2003-11-05,7530,8907817,60829.0,-95679.0,34850.0
2003-11-06,7210,9461894,-84150.0,609190.0,-525040.0
2003-11-07,7250,6581125,-16770.0,-32890.0,49660.0
2003-11-10,7060,5915971,-453123.0,397803.0,55320.0
2003-11-11,6900,5993535,-96060.0,715360.0,-619300.0
2003-11-12,7020,4810981,-12882.0,-2538.0,15420.0
2003-11-13,7140,8717304,-256646.0,44066.0,212580.0
2003-11-14,6990,5563141,-74569.0,78749.0,-4180.0
2003-11-17,6990,4819774,-550528.0,640988.0,-90460.0
2003-11-18,7080,6204900,112702.0,-166322.0,53620.0
2003-11-19,6730,6183325,-428240.0,1205130.0,-776890.0
2003-11-20,6660,4269454,222403.0,-150103.0,-72300.0
2003-11-21,6580,6393336,-70298.0,37615.0,32683.0
2003-11-24,6110,5456478,151158.0,-23228.0,-127930.0
2003-11-25,6140,4021719,176435.0,-107465.0,-68970.0
2003-11-26,6700,16557584,205837.0,-203357.0,-2480.0
2003-11-27,6480,6390263,-8772.0,1882.0,6890.0
2003-11-28,6630,7882395,169550.0,-314330.0,144780.0
2003-12-01,6880,10124883,166429.0,-227739.0,61310.0
2003-12-02,6800,6795140,77788.0,-82798.0,5010.0
2003-12-03,6750,8358300,167787.0,-200987.0,33200.0
2003-12-04,6660,3953031,93113.0,-64083.0,-29030.0
2003-12-05,6450,4193750,-211265.0,211825.0,-560.0
2003-12-08,6290,4227528,-243050.0,472470.0,-229420.0
2003-12-09,6330,2886885,143869.0,-124369.0,-19500.0
2003-12-10,6350,6912456,-556980.0,553780.0,3200.0
2003-12-11,6280,6621503,-315341.0,351311.0,-35970.0
2003-12-12,6300,3794157,242698.0,-297008.0,54310.0
2003-12-15,6620,8512696,1095063.0,-1124123.0,29060.0
2003-12-16,6310,4307955,-56269.0,58529.0,-2260.0
2003-12-17,6210,3379780,-159947.0,147217.0,12730.0
2003-12-18,6170,5000030,-139999.0,171599.0,-31600.0
2003-12-19,6160,5354127,-25611.0,23811.0,1800.0
2003-12-22,5850,3984748,28049.0,-31489.0,3440.0
2003-12-23,5570,4567122,138008.0,-126318.0,-11690.0
2003-12-24,5200,5230945,-52610.0,99570.0,-46960.0
2003-12-26,5040,5497716,-337781.0,333621.0,4160.0
2003-12-29,5250,4728093,91832.0,-95832.0,4000.0
2003-12-30,5600,11516285,-36518.0,-61632.0,98150.0
2004-01-02,5600,4148379,40999.0,-37659.0,-3340.0
2004-01-05,6250,18766562,-215276.0,-1110874.0,1326150.0
2004-01-06,6130,10501167,-222648.0,42228.0,180420.0
2004-01-07,6620,20562472,226916.0,-2659076.0,2432160.0
2004-01-08,6510,13864093,-215551.0,-142939.0,358490.0
2004-01-09,7160,19633814,158161.0,-2246611.0,2088450.0
2004-01-12,7260,13738547,-215354.0,326184.0,-110830.0
2004-01-13,7050,8931965,-158884.0,688114.0,-529230.0
2004-01-14,7480,26804841,203034.0,-684797.0,481763.0
2004-01-15,7230,9907602,-334331.0,534611.0,-200280.0
2004-01-16,7430,19268423,515136.0,-1977986.0,1462850.0
2004-01-19,7430,8573096,-134829.0,-25181.0,160010.0
2004-01-20,7400,8078362,-241267.0,-249593.0,490860.0
2004-01-26,7420,14078675,-467122.0,-185998.0,653120.0
2004-01-27,7920,17535205,978990.0,-1251790.0,272800.0
2004-01-28,8720,36757325,1163836.0,-3249496.0,2085660.0
2004-01-29,8960,26191899,-362746.0,-1009624.0,1372370.0
2004-01-30,8950,14512975,-225418.0,957538.0,-732120.0
2004-02-02,8830,10210962,129076.0,-107256.0,-21820.0
2004-02-03,8300,16279307,178961.0,-244351.0,65390.0
2004-02-04,8580,14265030,258080.0,-730230.0,472150.0
2004-02-05,8230,8286231,261278.0,177422.0,-438700.0
2004-02-06,8430,15340318,218509.0,-154879.0,-63630.0
2004-02-09,8440,10149018,-11535.0,275435.0,-263900.0
2004-02-10,8400,8153311,63212.0,140868.0,-204080.0
2004-02-11,8420,11799389,368653.0,-1008364.0,639711.0
2004-02-12,8320,6863995,200221.0,-74631.0,-125590.0
2004-02-13,8420,8357507,34282.0,182438.0,-216720.0
2004-02-16,8460,10451768,-382964.0,258314.0,124650.0
2004-02-17,8660,12743842,80176.0,-123646.0,43470.0
2004-02-18,8730,10280361,184060.0,-584740.0,400680.0
2004-02-19,9300,18328739,320292.0,-1273802.0,953510.0
2004-02-20,9110,11370596,-50020.0,-618600.0,668620.0
2004-02-23,9830,28225360,80588.0,233512.0,-314100.0
2004-02-24,9070,13834640,66438.0,-50788.0,-15650.0
2004-02-25,8890,10822132,33306.0,-468276.0,434970.0
2004-02-26,8870,7644613,-249704.0,61984.0,187720.0
2004-02-27,8970,8998577,157106.0,-452726.0,295620.0
2004-03-02,9250,12307578,-2831.0,-35709.0,38540.0
2004-03-03,9770,17763043,-145630.0,-2152510.0,2298140.0
2004-03-04,9790,9568215,316539.0,-819039.0,502500.0
2004-03-05,9900,14886962,-31856.0,-227574.0,259430.0
2004-03-08,9650,6747924,138574.0,48946.0,-187520.0
2004-03-09,9430,8091505,181900.0,24740.0,-206640.0
2004-03-10,9310,7744027,84849.0,843371.0,-928220.0
2004-03-11,10650,38075512,-837807.0,870497.0,-32690.0
2004-03-12,10200,24928339,-366043.0,291763.0,74280.0
2004-03-15,10450,16380508,42242.0,-671962.0,629720.0
2004-03-16,11000,18070152,733028.0,-486128.0,-246900.0
2004-03-17,11100,15562411,-10983.0,-678000.0,688983.0
2004-03-18,11700,20339567,732642.0,-1677762.0,945120.0
2004-03-19,11650,14579904,346995.0,459625.0,-806620.0
2004-03-22,12000,13241976,-220490.0,988590.0,-768100.0
2004-03-23,12200,14471147,-627581.0,937178.0,-309597.0
